symbol,organ_name,en_organ_name,exchange,type
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,UPCOM,stock
HVH,CTCP Đầu tư và Công nghệ HVC,HVC Investment and Technology Joint Stock Company,HOSE,stock
QHW,CTCP Nước khoáng Quảng Ninh,Quang Ninh Mineral Water Corporation,UPCOM,stock
NCT,CTCP Dịch vụ Hàng hóa Nội Bài,NoiBai Cargo Terminal Services Joint Stock Company,HOSE,stock
HC3,CTCP Xây dựng Số 3 Hải Phòng,HaiPhong Construction Joint Stock Corporation No3,UPCOM,stock
MVC,CTCP Vật liệu và Xây dựng Bình Dương,Binh Duong Building Materials and Construction Corporation ,UPCOM,stock
PRT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Binh Duong Producing and Trading Corporation,UPCOM,stock
DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Development Investment Construction Joint Stock Corporation,HOSE,stock
FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Friendship Trading - Industrial Joint Stock Company,UPCOM,stock
ACM,CTCP Tập đoàn Khoáng sản Á Cường,A Cuong Mineral Group Joint Stock Company,UPCOM,stock
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,HOSE,stock
SJE,CTCP Sông Đà 11,Song Da No 11 Joint Stock Company,HNX,stock
MND,CTCP Môi trường Nam Định,Nam Dinh Environment Joint Stock Company,UPCOM,stock
NAW,CTCP Cấp nước Nghệ An,Nghe An Water Supply Joint Stock Company,UPCOM,stock
CSI,CTCP Chứng khoán Kiến thiết Việt Nam,Vietnam Construction Securities Joint Stock Company,UPCOM,stock
VRE,CTCP Vincom Retail,Vincom Retail Joint Stock Company,HOSE,stock
FTM,CTCP Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,UPCOM,stock
YBC,CTCP Xi măng và Khoáng sản Yên Bái,YenBai Cement and Minerals Joint Stock Company,UPCOM,stock
SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Southern Airports Services Joint Stock Company,UPCOM,stock
SVN,CTCP Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company,HNX,stock
MPY,CTCP Môi trường Đô thị Phú Yên,Phu Yen Town Environment Joint Stock Company,UPCOM,stock
LPB,Ngân hàng TMCP Lộc Phát Việt Nam,Fortune Vietnam Joint Stock Commercial Bank,HOSE,stock
BTW,CTCP Cấp nước Bến Thành,Ben Thanh Water Supply Joint Stock Company,HNX,stock
TPC,CTCP Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,HOSE,stock
OGC,CTCP Tập đoàn Đại Dương,Ocean Group Joint Stock Company,HOSE,stock
VIR,CTCP Du lịch Quốc tế Vũng Tàu,Vung Tau Intourco Resort Joint Stock Company,UPCOM,stock
TDT,CTCP Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,HNX,stock
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Hai Phong Port Trading and Services Joint Stock Company,UPCOM,stock
SDG,CTCP Sadico Cần Thơ,Sadico Can Tho Joint Stock Corporation,HNX,stock
DSC,CTCP Chứng khoán DSC,DSC Securities Corporation,HOSE,stock
GKM,CTCP GKM Holdings,GKM Holdings Joint Stock Company,HNX,stock
KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,Hai Duong Mineral Eineal Processing Joint Stock Company,UPCOM,stock
AMC,CTCP Khoáng sản Á Châu,Asia Mineral Joint Stock Company,HNX,stock
HND,CTCP Nhiệt điện Hải Phòng,Hai Phong Thermal Power Joint Stock Company,UPCOM,stock
VSM,CTCP Container Miền Trung,Central Container Joint Stock Company,HNX,stock
ILB,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,HOSE,stock
HPH,CTCP Hóa Chất Hưng Phát Hà Bắc,Ha Bac Hung Phat Chemical Joint Stock Company,UPCOM,stock
NBC,CTCP Than Núi Béo - Vinacomin,Vinacomin NuiBeo Coal Joint Stock Company,HNX,stock
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,HNX,stock
TNP,CTCP Cảng Thị Nại,Thi Nai Port Joint Stock Company,UPCOM,stock
DTP,CTCP Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,UPCOM,stock
FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,Ho Chi Minh City Book Distribution Corporation,UPCOM,stock
MBS,CTCP Chứng khoán MB,MB Securities Joint Stock Company,HNX,stock
MGG,Tổng Công ty Đức Giang - CTCP,Duc Giang Corporation,UPCOM,stock
ADS,CTCP Damsan,Damsan Joint Stock Company,HOSE,stock
AGF,CTCP Xuất nhập khẩu Thủy sản An Giang,Angiang Fisheries Import  Export JSC,UPCOM,stock
MCP,CTCP In và Bao bì Mỹ Châu,MyChau Printing and Packaging Corporation,HOSE,stock
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,Hoang Quan Consulting-Trading-Service Real Estate Corporation,HOSE,stock
PDR,CTCP Phát triển Bất động sản Phát Đạt,Phat Dat Real Estate Development Corporation,HOSE,stock
HII,CTCP An Tiến Industries,An Tien Industries Joint Stock Company,HOSE,stock
TIS,CTCP Gang thép Thái Nguyên,Thai Nguyen Iron and Steel Joint Stock Corporation,UPCOM,stock
ICC,CTCP Xây dựng Công nghiệp (ICC),Industrial Construction Joint Stock Company,UPCOM,stock
GPC,CTCP Tập đoàn Green+,Green Plus Joint Stock Corporation,UPCOM,stock
HHB,CTCP Bia Hà Nội - Hồng Hà,Ha Noi - Hong Ha Beer Joint Stock Company,UPCOM,stock
JOS,CTCP Chế biến Thủy sản xuất khẩu Minh Hải,Minh Hai Export Frozen Seafood Processing Joint - Stock Company,UPCOM,stock
BMS,CTCP Chứng khoán Bảo Minh,Bao Minh Securities Company Limited,UPCOM,stock
CID,CTCP Xây dựng và Phát triển Cơ sở Hạ tầng,Construction and Infrastructure Development Joint Stock Company,UPCOM,stock
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,Vietnam Prosperity Joint Stock Commercial Bank,HOSE,stock
BAX,CTCP Thống Nhất,Thong Nhat Joint Stock Company,HNX,stock
KHX,CTCP Phát hành sách Khánh Hòa,Khanh Hoa Book Publishing Joint Stock Company,UPCOM,stock
HC1,CTCP Xây dựng Số 1 Hà Nội,Hanoi Construction Joint Stock Company No1,UPCOM,stock
HAP,CTCP Tập đoàn Hapaco,Hapaco Group Joint Stock Company,HOSE,stock
NSG,CTCP Nhựa Sài Gòn,Saigon Plastic Joint Stock Company,UPCOM,stock
NRC,CTCP Tập đoàn NRC,NRC Corporation Joint Stock Company,HNX,stock
C32,CTCP Đầu tư và Xây dựng 3-2,3-2 Investment and Construction Joint Stock Company,HOSE,stock
XDH,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,Hanoi Civil Construction Investment Joint Stock Company,UPCOM,stock
DP3,CTCP Dược phẩm Trung ương 3,Central Pharmaceutical Joint Stock Company No 3,HNX,stock
VNY,CTCP Thuốc thú y Trung ương I,Vietnam Veterinary Products Joint Stock Company,UPCOM,stock
VC1,CTCP Xây dựng Số 1,Construction Joint Stock Company No 1,HNX,stock
HMS,CTCP Xây dựng Bảo tàng Hồ Chí Minh,HoChiMinh Museum Construction JSC,UPCOM,stock
GDW,CTCP Cấp nước Gia Định,Gia Dinh Water Supply Joint Stock Company,HNX,stock
KDC,CTCP Tập đoàn KIDO,KIDO Group Corporation,HOSE,stock
CMG,CTCP Tập đoàn Công nghệ CMC,CMC Corporation,HOSE,stock
VET,CTCP Thuốc thú y Trung ương Navetco,Navetco National Veterinary Joint Stock Company,UPCOM,stock
VBH,CTCP Điện tử Bình Hòa,Viettronics Binh Hoa Joint Stock Company,UPCOM,stock
PBP,CTCP Bao bì Dầu khí Việt Nam,PetroVietnam Packaging Joint Stock Company,HNX,stock
PID,CTCP Trang Trí Nội Thất Dầu khí,Petroleum Interior Decoration Joint Stock Company,UPCOM,stock
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin - Northern Coal Trading Joint Stock Company,HNX,stock
BHI,Tổng Công ty cổ phần Bảo hiểm Sài Gòn - Hà Nội,Sai Gon - Ha Noi Insurance Corporation,UPCOM,stock
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,PetroVietnam Technical Services Corporation,HNX,stock
QSP,CTCP Tân Cảng Quy Nhơn,Quy Nhon New Port Joint Stock Company,UPCOM,stock
HUG,Tổng Công ty May Hưng Yên - CTCP,Hung Yen Garment Corporation - Joint Stock Company,UPCOM,stock
HLY,CTCP Gốm Xây Dựng Yên Hưng,Yen Hung Construction Ceramic Joint Stock Company,UPCOM,stock
SRA,CTCP Sara Việt Nam,Sara Vietnam Joint Stock Company,HNX,stock
PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,HOSE,stock
EVS,CTCP Chứng khoán EVS,EVS Securities Joint Stock Company,HNX,stock
CMS,CTCP Tập Đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,HNX,stock
BLF,CTCP Thủy sản Bạc Liêu,Bac Lieu Fisheries Joint Stock Company,UPCOM,stock
FIT,CTCP Tập đoàn F.I.T,F.I.T Group Joint Stock Company,HOSE,stock
QPH,CTCP Thủy điện Quế Phong,Que Phong Hydropower Joint Stock Company,UPCOM,stock
BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,Bao Loc Supply Sewerage and Constructon Joint Stock Company,UPCOM,stock
DRH,CTCP DRH Holdings,DRH Holdings JSC,HOSE,stock
NDW,CTCP Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,UPCOM,stock
MEF,CTCP MEINFA,Meinfa Joint Stock Company,UPCOM,stock
DPH,CTCP Dược phẩm Hải Phòng,Hai Phong Pharmaceutical Joint Stock Company,UPCOM,stock
HKT,CTCP Đầu tư QP Xanh,QP Green Investment Joint Stock Company,HNX,stock
ATG,CTCP ATG Planet,ATG Planet Joint Stock Company,UPCOM,stock
NQN,CTCP Nước sạch Quảng Ninh,Quang Ninh Clean Water Joint Stock Company,UPCOM,stock
NNT,CTCP Cấp nước Ninh Thuận,Ninh Thuan Water Supply Joint Stock Company,UPCOM,stock
TFC,CTCP Trang,Trang Corporation,HNX,stock
PAP,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Petro Vietnam Phuoc An Port Investment  & Operation Joint Stock Company,UPCOM,stock
VDP,CTCP Dược phẩm Trung ương VIDIPHA,VIDIPHA Central Pharmaceutical Joint - Stock Company,HOSE,stock
VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex Investment and Tourism Development Joint Stock Company,UPCOM,stock
OPC,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,HOSE,stock
H11,CTCP Xây dựng HUD101,HUD101 Construction Joint Stock Company,UPCOM,stock
VHF,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,Vinh Ha Food Processing and Construction Joint Stock Company,UPCOM,stock
ATS,CTCP Tập đoàn Đầu tư ATS,ATS Investment Group Joint Stock Company,HNX,stock
NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Da Nang Housing Development Joint Stock Company,HNX,stock
TPP,CTCP Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,HNX,stock
ABW,CTCP Chứng khoán An Bình,An Binh Securities Joint Stock Company,UPCOM,stock
DPP,CTCP Dược Đồng Nai,Dong Nai Pharmaceutical Joint Stock Company,UPCOM,stock
HSM,Tổng Công ty cổ phần Dệt may Hà Nội,Ha Noi Textile and Garment Joint Stock Corporation,UPCOM,stock
CVN,CTCP Vinam,Vinam Joint Stock Company,UPCOM,stock
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Vietnam International Commercial Joint Stock Bank,HOSE,stock
PIC,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company ,HNX,stock
THW,CTCP Cấp nước Tân Hòa,Tan Hoa Water Supply Joint Stock Company,UPCOM,stock
NAU,CTCP Môi trường và Công trình Đô thị Nghệ An,Nghe An Urban Environment and Works Joint Stock Company,UPCOM,stock
HU1,CTCP Đầu tư và Xây dựng HUD1,HUD1 Investment and Construction Joint Stock Company,HOSE,stock
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Steel Structure Manufacture Joint Stock Company,HNX,stock
DCV,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,Dragon Capital Vietfund Management Joint Stock Company,UPCOM,stock
MSR,CTCP Masan High-Tech Materials,Masan High-Tech Materials Corporation,UPCOM,stock
ART,CTCP Chứng khoán ARTEX,ARTEX Securities Joint Stock Company,UPCOM,stock
MEL,CTCP Thép Mê Lin,Me Lin Steel Joint Stock Company,HNX,stock
VNX,CTCP Quảng cáo và Hội chợ Thương mại,Vinexad National Trade Fair and Advertising Joint Stock Company,UPCOM,stock
MLS,CTCP Chăn nuôi - Mitraco,Mitraco Livestock Joint Stock Company,UPCOM,stock
DGC,CTCP Tập đoàn Hóa chất Đức Giang,DucGiang Chemicals Group Joint Stock Company,HOSE,stock
SIP,CTCP Đầu tư Sài Gòn VRG,Sai Gon VRG Investment Corporation,HOSE,stock
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,HNX,stock
BVN,CTCP Bông Việt Nam,Vietnam Cotton Joint Stock Company,UPCOM,stock
YBM,CTCP Khoáng sản Công nghiệp Yên Bái,Yen Bai Industry Mineral Joint Stock Company,HOSE,stock
FTS,CTCP Chứng khoán FPT,FPT Securities Joint Stock Company,HOSE,stock
VIE,CTCP Công nghệ Viễn thông VITECO,VITECO Vietnam Telecommunications Technology Joint Stock Company,UPCOM,stock
DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Indochine Import Export Investment Industrial Joint Stock Company,HNX,stock
WTC,CTCP Vận tải Thủy - Vinacomin,Vinacomin - Waterway Transport Joint Stock Company,UPCOM,stock
MCC,CTCP Gạch ngói Cao cấp,High Grade Brick Tile Corporation,HNX,stock
MVN,Tổng Công ty Hàng hải Việt Nam - CTCP,Vietnam Maritime Corporation,UPCOM,stock
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,Vietnam Exhibition Fair Centre Joint Stock Company,UPCOM,stock
HLD,CTCP Đầu tư và Phát triển Bất động sản Hudland,HUDLAND Real Estate Investment and Development Joint Stock Company,HNX,stock
TV3,CTCP Tư vấn Xây dựng Điện 3,Power Engineering Consulting Joint Stock Company 3,HNX,stock
VXB,CTCP Vật liệu Xây dựng Bến Tre,Ben Tre Construction Material Joint Stock Company,UPCOM,stock
LMC,CTCP Long Beach LMC,Long Beach LMC Joint Stock Company,UPCOM,stock
LBE,CTCP Thương mại và Dịch vụ LVA,LVA Trading and Services Joint Stock Company,HNX,stock
DUS,CTCP Dịch vụ Đô thị Đà Lạt,Dalat Urban Service Joint Stock Company,UPCOM,stock
TB8,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,VVMI - Manufacturing and Materials Equipment Trading Joint Stock Company,UPCOM,stock
PNC,CTCP Văn hóa Phương Nam,Phuong Nam Cultural Joint Stock Corporation,HOSE,stock
CLW,CTCP Cấp nước Chợ Lớn,Cholon Water Supply Joint Stock Company,HOSE,stock
RGG,CTCP Regal Group,Regal Group Joint Stock Company,UPCOM,stock
SMT,CTCP Sametel,Sametel Corporation,HNX,stock
HHG,CTCP Hoàng Hà,Hoang Ha Joint Stock Company,UPCOM,stock
PCT,CTCP Vận tải biển Global Pacific,Global Pacific Shipping Joint Stock Company,HNX,stock
TKU,CTCP Công nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company,HNX,stock
IFS,CTCP Thực phẩm Quốc tế,Interfood Shareholding Company,UPCOM,stock
PX1,CTCP Xi măng Sông Lam 2,Cement Joint Stock Company Song Lam 2,UPCOM,stock
QNS,CTCP Đường Quảng Ngãi,Quang Ngai Sugar Joint Stock Company,UPCOM,stock
KMT,CTCP Kim khí Miền Trung,Central Viet Nam Metal Corporation,HNX,stock
PVY,CTCP Chế tạo Giàn khoan Dầu khí,PetroVietnam Marine Shipyard Joint Stock Company,UPCOM,stock
BGE,CTCP BCG Energy,BCG Energy Joint Stock Company,UPCOM,stock
ACB,Ngân hàng TMCP Á Châu,Asia Commercial Joint Stock Bank,HOSE,stock
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,UPCOM,stock
MH3,CTCP Khu Công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation,UPCOM,stock
NBB,CTCP Đầu tư Năm Bảy Bảy,577 Investment Corporation,HOSE,stock
GTA,CTCP Chế biến gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,HOSE,stock
SFI,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,HOSE,stock
PAI,CTCP Công nghệ thông tin Viễn thông và Tự động hóa Dầu Khí,Petroleum Information Technology Telecom and Automation Joint Stock Company,UPCOM,stock
DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,Dak Lak Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,stock
MED,CTCP Dược Trung ương Mediplantex,Mediplantex National Pharmaceutical Joint Stock Company,HNX,stock
FOC,CTCP Dịch vụ Trực tuyến FPT,FPT Online Service Joint Stock Company,UPCOM,stock
AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,An Giang Agriculture and Foods Import - Export JSC,HOSE,stock
HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,Hanoi Housing Development and Investment Joint Stock Company No6,UPCOM,stock
VSN,CTCP Việt Nam Kỹ nghệ Súc sản,Vissan Joint Stock Company,UPCOM,stock
TV1,CTCP Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1,UPCOM,stock
BBT,CTCP Bông Bạch Tuyết,Bach Tuyet Cotton Corporation,UPCOM,stock
CI5,CTCP Đầu Tư Xây dựng Số 5,No.5 Construction Investment Joint Stock Company,UPCOM,stock
VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,Vietnam Electronics and Informatics Joint Stock Corporation,UPCOM,stock
BCP,CTCP Dược ENLIE,Enlie Pharmaceutical Joint Stock Company,UPCOM,stock
USD,CTCP Công trình Đô thị Sóc Trăng,Soc Trang Public Works Joint Stock Company,UPCOM,stock
SGC,CTCP Xuất nhập khẩu Sa Giang,Sa Giang Import Export Corporation,HNX,stock
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4 - CTCP,Hydraulics Construction Corporation No.4 - Joint Stock Company,UPCOM,stock
VLP,CTCP Công trình Công cộng Vĩnh Long,Vinh Long Public Works Joint Stock Company,UPCOM,stock
CVT,CTCP CMC,CMC Joint Stock Company,HOSE,stock
CTW,CTCP Cấp thoát nước Cần Thơ,Can Tho Water Supply - Sewerage Joint Stock Company,UPCOM,stock
SZG,CTCP Sonadezi Giang Điền,Sonadezi Giang Dien Shareholding Company,UPCOM,stock
DZM,CTCP Cơ điện Dzĩ An,Dzi An Mechanoelectric Joint Stock Company,UPCOM,stock
NVP,CTCP Nước sạch Vĩnh Phúc,Vinh Phuc Water Supply Joint Stock Company,UPCOM,stock
KGM,CTCP Xuất nhập khẩu Kiên Giang,Kien Giang Import & Export Joint Stock Company,UPCOM,stock
DGW,CTCP Thế Giới Số,Digiworld Corp.,HOSE,stock
DRL,CTCP Thủy điện - Điện Lực 3,Hydro Power Joint Stock Company - Power No.3,HOSE,stock
APF,CTCP Nông sản Thực phẩm Quảng Ngãi,Quang Ngai Agricultural Products and Foodstuff Joint Stock Company,UPCOM,stock
APC,CTCP Chiếu xạ An Phú,An Phu Irradiation Joint Stock Company,UPCOM,stock
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Southern Waterborne Transport Corporation,UPCOM,stock
ALT,CTCP Văn hóa Tân Bình,Alta Company,HNX,stock
CKA,CTCP Cơ Khí An Giang,An Giang Mechanical Joint Stock Company,UPCOM,stock
HGT,CTCP Du lịch Hương Giang,Huong Giang Tourist Joint Stock Company,UPCOM,stock
MCM,CTCP Giống Bò sữa Mộc Châu,MocChau Dairy Cattle Breeding Joint Stock Company,HOSE,stock
VAF,CTCP Phân lân Nung chảy Văn Điển,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,HOSE,stock
TTD,CTCP Bệnh viện tim Tâm Đức,Tam Duc Cardiology Hospital Joint Stock Company,UPCOM,stock
KHS,CTCP Kiên Hùng,Kien Hung Joint Stock Company,HNX,stock
X26,CTCP 26,26 Joint Stock Company,UPCOM,stock
MHL,CTCP Minh Hữu Liên,Minh Huu Lien Joint Stock Company,UPCOM,stock
DXG,CTCP Tập đoàn Đất Xanh,Dat Xanh Group Joint Stock Company,HOSE,stock
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Sai Gon Vien Dong Technology Joint Stock Company,HOSE,stock
EMG,CTCP Thiết bị Phụ Tùng Cơ Điện,Electrical Mechanical Equipment and Spare Parts Joint Stock Company,UPCOM,stock
IDJ,CTCP Đầu tư IDJ Việt Nam,IDJ Vietnam Investment Joint Stock Company,HNX,stock
VIG,CTCP Chứng khoán Đầu tư tài chính Việt Nam,Viet Nam Financial Investment Securities Corporation,HNX,stock
DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet & Construction Material Joint Stock Company,UPCOM,stock
PHC,CTCP Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction Joint Stock Company,HOSE,stock
LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Lam Dong Investment and Hydraulic Construction Joint - Stock Company,HNX,stock
PAT,CTCP Phốt Pho Apatit Việt Nam,Viet Nam Apatite - Phosphorus Joint Stock Company,UPCOM,stock
PAN,CTCP Tập đoàn PAN,The PAN Group Joint Stock Company,HOSE,stock
BRC,CTCP Cao su Bến Thành,Ben Thanh Rubber Joint Stock Company,HOSE,stock
BCR,CTCP BCG Land,BCG Land Joint Stock Company,UPCOM,stock
SGS,CTCP Vận tải biển Sài Gòn,Saigon Shipping Joint Stock Company,UPCOM,stock
DTC,CTCP Viglacera Đông Triều,Dong Trieu Viglacera Joint Stock Company,UPCOM,stock
IPA,CTCP Tập đoàn Đầu tư I.P.A,I.P.A Investments Group Joint Stock Company,HNX,stock
VPS,CTCP Thuốc sát trùng Việt Nam ,Vietnam Pesticide Joint Stock Company,HOSE,stock
PSB,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Sao Mai - Ben Dinh Petroleum Investment Joint Stock Company,UPCOM,stock
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour Company,HOSE,stock
GHC,CTCP Thủy điện Gia Lai,Gia Lai Hydropower Joint Stock Company,HOSE,stock
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,Phu Nhuan Jewelry Joint Stock Company,HOSE,stock
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Petro Vietnam Construction Joint Stock Corporation,UPCOM,stock
VXP,CTCP Thuốc Thú y Trung ương VETVACO,VETVACO National Veterinary Joint Stock Company,UPCOM,stock
VAV,CTCP VIWACO,VIWACO Joint Stock Company,UPCOM,stock
PBC,CTCP Dược phẩm Trung ương I - Pharbaco,Pharbaco Central Pharmaceutical Joint Stock Company No1,UPCOM,stock
IBD,CTCP In Tổng hợp Bình Dương,Binh Duong General Printing Joint Stock Company,UPCOM,stock
GMH,CTCP Minh Hưng Quảng Trị,Quang Tri Minh Hung Joint Stock Company,HOSE,stock
NHC,CTCP Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile Co-Operation,HNX,stock
IN4,CTCP In Số 4,No.4 Printing Joint Stock Company,UPCOM,stock
DC4,CTCP DICERA Holdings,DICERA Holdings Joint Stock Company,HOSE,stock
THP,CTCP Thủy sản và Thương mại Thuận Phước,Thuan Phuoc Seafoods and Trading Corporation,UPCOM,stock
NHH,CTCP Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,HOSE,stock
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Binh Thanh Import Export Production and Trade Joint Stock Company,HOSE,stock
E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,29 Investment Construction And Engineering Joint Stock Company,UPCOM,stock
DID,CTCP DIC - Đồng Tiến,DIC - Dong Tien Joint - Stock Company,UPCOM,stock
NAC,CTCP Tư vấn Xây dựng Tổng hợp,National of General Construction Consultants Joint Stock Company,UPCOM,stock
CIP,CTCP Xây lắp và Sản xuất Công nghiệp,Construction and Industrial Production Joint Stock Company,UPCOM,stock
PXM,CTCP Xây lắp Dầu khí Miền Trung,Mien Trung Petroleum Construction Joint Stock Company,UPCOM,stock
NDF,CTCP Chế biến Thực phẩm Nông sản xuất khẩu Nam Định,Nam Dinh Export Foodstuff and Agricultural Products Processing Joint Stock Company,UPCOM,stock
TVA,CTCP Sứ Viglacera Thanh Trì,Viglacera Thanh Tri Sanitary Joint Stock Company,UPCOM,stock
LIG,CTCP Licogi 13,Licogi 13 Joint Stock Company,HNX,stock
MPT,CTCP Tập đoàn MPT,MPT Group Joint Stock Company,UPCOM,stock
L40,CTCP Đầu Tư và Xây dựng 40,40 Investment and Construction Joint Stock Company,HNX,stock
AAV,CTCP AAV Group,AAV Group Joint Stock Company,HNX,stock
HNB,CTCP Bến xe Hà Nội,Ha Noi Transport Station Joint Stock Company,UPCOM,stock
MTG,CTCP MT Gas,MT Gas Joint Stock Company,UPCOM,stock
ABI,CTCP Bảo hiểm Ngân hàng Nông nghiệp Việt Nam,Agriculture Bank Insurance Joint Stock Corporation,UPCOM,stock
KSF,CTCP Tập đoàn Sunshine,Sunshine Group Joint Stock Company,HNX,stock
PLE,CTCP Tư vấn Xây dựng Petrolimex,Petrolimex Engineering Joint Stock Company,UPCOM,stock
VIN,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,Vinatrans,UPCOM,stock
BCE,CTCP Xây dựng và Giao thông Bình Dương,Becamex Construction & Civil Engineering Joint Stock Company,HOSE,stock
PXI,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Petroleum Industrial and Civil Construction Joint Stock Company,UPCOM,stock
TT6,CTCP Tập đoàn Tiến Thịnh,Tien Thinh Group Joint Stock Company,UPCOM,stock
DLR,CTCP Địa ốc Đà Lạt,Dalat Real Estate Joint Stock Company,UPCOM,stock
DCM,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,HOSE,stock
HAD,CTCP Bia Hà Nội - Hải Dương,Ha Noi - Hai Duong Beer Joint Stock Company,HNX,stock
QHD,CTCP Que hàn điện Việt Đức,Viet Duc Welding Electrode Joint Stock Company,HNX,stock
APS,CTCP Chứng khoán Châu Á Thái Bình Dương,Asia - Pacific Securities Joint Stock Company ,HNX,stock
VDS,CTCP Chứng khoán Rồng Việt,Viet Dragon Securities Corporation,HOSE,stock
ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,Bentre Aquaproduct Import And Export JSC,HOSE,stock
APP,CTCP Phát triển Phụ gia và Sản phẩm Dầu Mỏ,Additives and Petroleum Products Joint Stock Company,UPCOM,stock
DLG,CTCP Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company,HOSE,stock
