symbol,organ_name,en_organ_name,exchange,type
SSH,CTCP Phát triển Sunshine Homes,Sunshine Homes Development Joint Stock Company,UPCOM,stock
KTC,CTCP Thương mại Kiên Giang,Kien Giang Trading Joint Stock Company,UPCOM,stock
INC,CTCP Tư vấn Đầu tư IDICO,IDICO Investment Consultancy Joint Stock Company,HNX,stock
NDT,Tổng Công ty cổ phần Dệt May Nam Định,Nam Dinh Textile Garment Joint Stock Corporation,UPCOM,stock
AAM,CTCP Thủy sản MeKong,Mekong Fisheries Joint Stock Company,HOSE,stock
HPB,CTCP Bao bì PP,PP Pack Making Joint Stock Company,UPCOM,stock
ALV,CTCP Tập đoàn MCST,MCST Group Joint Stock Company,UPCOM,stock
PDB,CTCP Tập đoàn Đầu tư Din Capital,Din Capital Investment Group Joint Stock Company,HNX,stock
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,An Gia Real Estate Investment and Development Corporation,HOSE,stock
VPA,CTCP Vận tải Hoá Dầu VP,VP Petrochemical Transport Joint Stock Company,UPCOM,stock
HCI,CTCP Đầu tư Xây dựng Hà Nội ,Ha Noi Construction Investment Joint Stock Company,UPCOM,stock
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Quang Nam Transportion Construction Joint Stock Company,HNX,stock
CMK,CTCP Cơ khí Mạo Khê - Vinacomin,Vinacomin - MaoKhe Mechanical Joint Stock Company,UPCOM,stock
CBI,CTCP Gang thép Cao Bằng,Cao Bang Cast Iron and Steel Joint Stock Company ,UPCOM,stock
PVG,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,HNX,stock
TRT,CTCP RedstarCera,RedstarCera Joint Stock Company,UPCOM,stock
SMB,CTCP Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer Joint Stock Company,HOSE,stock
BCV,CTCP Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,UPCOM,stock
INN,CTCP Bao bì và In Nông nghiệp,Agriculture Printing and Packaging Joint Stock Company,HNX,stock
BTH,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,UPCOM,stock
NJC,CTCP May Nam Định,Nam Dinh Garment Joint Stock Company,UPCOM,stock
HNI,CTCP May Hữu Nghị,Huu Nghi Garment Joint Stock Company,UPCOM,stock
BLI,Tổng Công ty cổ phần Bảo hiểm Bảo Long,Bao Long Insurance Corporation,UPCOM,stock
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,HOSE,stock
TLG,CTCP Tập đoàn Thiên Long,Thien Long Group Corporation,HOSE,stock
VTS,CTCP Gạch ngói Từ Sơn,Tu Son Brick Tile Joint Stock Company,UPCOM,stock
NGC,CTCP Chế biến Thủy sản xuất khẩu Ngô Quyền,Ngo Quyen Processing Export Joint Stock Company,UPCOM,stock
CSM,CTCP Công nghiệp Cao su Miền Nam,The Southern Rubber Industry Joint Stock Company,HOSE,stock
BDT,CTCP Xây lắp và Vật liệu Xây dựng Đồng Tháp,Dong Thap Building Materials & Contruction Joint Stock Company,UPCOM,stock
FCC,CTCP Liên hợp Thực phẩm,Foodstuff Combina Torial Joint Stock Company,UPCOM,stock
MEC,CTCP Cơ khí - Lắp máy Sông Đà,Song Da Mechanical - Asembling Joint Stock Company,UPCOM,stock
SPM,CTCP SPM,SPM Joint Stock Company,HOSE,stock
PPT,CTCP Petro Times,Petro Times Joint Stock Company,HNX,stock
BCF,CTCP Thực phẩm Bích Chi,Bich Chi Food Company,HNX,stock
VAB,Ngân hàng TMCP Việt Á,Vietnam - Asia Commercial Joint Stock Bank,HOSE,stock
L62,CTCP Lilama 69-2,Lilama 69 - 2 Joint Stock Company,UPCOM,stock
PPE,CTCP Tư vấn đầu tư PP Enterprise,PP Enterprise Investment Consultancy Joint Stock Company,HNX,stock
TA6,CTCP Đầu tư và Xây lắp Thành An 665,"Thanh An 665 Investment, Installation and Construction Joint Stock Company",UPCOM,stock
TOS,CTCP Dịch vụ biển Tân Cảng,Tan Cang Offshore Services Joint Stock Company,UPCOM,stock
QNU,CTCP Môi trường Đô thị Quảng Nam,Quang Nam Urban Environment Joint Stock Company,UPCOM,stock
DPR,CTCP Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,HOSE,stock
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Kinh Bac City Development Holding Corporation,HOSE,stock
PDN,CTCP Cảng Đồng Nai,Dong Nai Port Joint Stock Company,HOSE,stock
VE3,CTCP Xây dựng Điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company,HNX,stock
BTP,CTCP Nhiệt điện Bà Rịa,BaRia Thermal Power Joint Stock Company,HOSE,stock
HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,Deo Ca Traffic Infrastructure Investment Joint Stock Company,HOSE,stock
BBM,CTCP Bia Hà Nội - Nam Định,Ha Noi - Nam Dinh Beer Joint Stock Company,UPCOM,stock
ILC,CTCP Hợp tác Lao động với nước ngoài,International Labour and Services Joint Stock Company,UPCOM,stock
CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Vietnam Investment Construction and Trading Joint Stock Corporation,UPCOM,stock
PPP,CTCP Dược phẩm Phong Phú,Phong Phu Pharmaceutical Joint Stock Company,HNX,stock
VND,CTCP Chứng khoán VNDIRECT,VNDIRECT Securities Corporation,HOSE,stock
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Phuong Nam Education Investment and Development Joint Stock Company,HNX,stock
PEN,CTCP Xây lắp III Petrolimex,Petrolimex Installation No.III Joint Stock Company,HNX,stock
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Saigon - Hanoi Securities Joint Stock Company,HNX,stock
HMD,CTCP Hóa chất Minh Đức,Minh Duc Chemical Stockshare Company,UPCOM,stock
RCL,CTCP Địa ốc Chợ Lớn,Cho Lon Real Estate Joint Stock Company,HNX,stock
PMS,CTCP Cơ khí Xăng dầu,Petroleum Mechanical Stock Company,HNX,stock
VVS,CTCP Đầu tư phát triển máy Việt Nam,Vietnam Machine Investment Development Joint Stock Company,HOSE,stock
AGR,CTCP Chứng khoán Agribank,Agribank Securities Corporation,HOSE,stock
LGC,CTCP Đầu tư Cầu đường CII,CII Bridges and Roads Investment Joint Stock Company,HOSE,stock
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Saigon Hanoi Commercial Joint Stock Bank,HOSE,stock
KHW,CTCP Cấp thoát nước Khánh Hòa,Khanh Hoa Water Supply And Sewerage Joint Stock Company,UPCOM,stock
VOS,CTCP Vận tải Biển Việt Nam,Vietnam Ocean Shipping Joint Stock Company,HOSE,stock
SD5,CTCP Sông Đà 5,Song Da No5 Joint-Stock Company,HNX,stock
PFL,CTCP Dầu khí Đông Đô,Petroleum Dong Do Joint Stock Company,UPCOM,stock
VE8,CTCP Xây dựng Điện VNECO 8,VNECO 8 Electricity Construction Joint Stock Company,UPCOM,stock
NXT,CTCP Sản xuất và Cung ứng Vật liệu Xây dựng Kon Tum,Kon Tum Construction Materials Supply And Production Joint Stock Company,UPCOM,stock
BSG,CTCP Xe khách Sài Gòn,Saigon Passenger Transport JSC,UPCOM,stock
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Petrovietnam Fertilizer and Chemicals Corporation,HOSE,stock
TTC,CTCP Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,HNX,stock
TSA,CTCP Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,HOSE,stock
HPD,CTCP Thủy điện ĐăK Đoa,Dak Doa Hydropower Joint Stock Company,UPCOM,stock
TCW,CTCP Kho Vận Tân Cảng,Tan Cang Warehousing Joint Stock Company,UPCOM,stock
VBB,Ngân hàng TMCP Việt Nam Thương Tín,Vietnam Thuong Tin Commercial Joint Stock Bank,UPCOM,stock
TAL,CTCP Đầu tư Bất động sản Taseco,Taseco Land Investment Joint Stock Company,HOSE,stock
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Habac Nitrogenous Fertilizer & Chemicals Joint Stock Company,UPCOM,stock
ABB,Ngân hàng TMCP An Bình,An Binh Commercial Joint Stock Bank,UPCOM,stock
PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company",UPCOM,stock
LIX,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,HOSE,stock
SKV,CTCP Nước giải khát Yến sào Khánh Hòa,Khanh Hoa Salanganes Nest Soft Drink Joint Stock Company,UPCOM,stock
TXM,CTCP VICEM Thạch cao Xi măng,VICEM Gypsum And Cement Joint Stock Company,HNX,stock
TTS,CTCP Cán Thép Thái Trung,Thai Trung Rooling Joint Stock Company,UPCOM,stock
MSN,CTCP Tập đoàn Masan,Masan Group Corporation,HOSE,stock
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company  ,HOSE,stock
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Siba High-Tech Mechanical Group Joint Stock Company,HOSE,stock
TTN,CTCP Công nghệ và Truyền thông Việt Nam,Viet Nam Technology and Telecommunication Joint Stock Company,UPCOM,stock
EFI,CTCP Đầu tư Tài chính Giáo dục,Education Financial Investment Joint Stock Company,UPCOM,stock
SDP,CTCP SDP,SDP Joint Stock Company,UPCOM,stock
AVF,CTCP Việt An,AnViFish Joint Stock Company,UPCOM,stock
DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,Travel Investment and Seafood Development Corporation,HOSE,stock
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company,HNX,stock
LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint Stock Company,UPCOM,stock
ICG,CTCP Xây dựng Sông Hồng,Song Hong Construction Joint Stock Company,HNX,stock
HES,CTCP Dịch vụ Giải trí Hà Nội,Ha Noi Entertainment Service Corporation ,UPCOM,stock
HU4,CTCP Đầu tư và Xây dựng HUD4,HUD4 Investment and Construction Joint Stock Company,UPCOM,stock
CNC,CTCP Công nghệ Cao Traphaco,Traphaco High Tech Joint Stock Company,UPCOM,stock
LM7,CTCP Lilama 7,Lilama 7 Joint Stock Company,UPCOM,stock
RDP,CTCP Rạng Đông Holding,Rang Dong Holding Joint Stock Corporation,UPCOM,stock
KSB,CTCP Khoáng sản và Xây dựng Bình Dương,Binh Duong Mineral and Construction Joint Stock Company,HOSE,stock
HUT,CTCP Tasco,Tasco Joint Stock Company,HNX,stock
BPC,CTCP VICEM Bao bì Bỉm Sơn,Vicem Packaging Bimson Joint Stock Company,HNX,stock
LCM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Lao Cai Mineral Exploitation and Processing Joint Stock Company,UPCOM,stock
CT3,CTCP Đầu tư và Xây dựng Công trình 3,Project 3 Construction and Investment Joint Stock Company,UPCOM,stock
DXP,CTCP Cảng Đoạn Xá,DoanXa Port Joint Stock Company,HNX,stock
NAS,CTCP Dịch vụ Hàng không Sân bay Việt Nam,Vietnam Airport Services Joint Stock Company,UPCOM,stock
DAN,CTCP Dược Danapha,Danapha Pharmaceutical Joint Stock Company,UPCOM,stock
SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,Da Nang Seaproducts Import - Export Corporation,UPCOM,stock
CQT,CTCP Xi măng Quán Triều VVMI,VVMI Quan Trieu Cement Joint Stock Company,UPCOM,stock
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint Stock Company,HNX,stock
BCB,CTCP 397,397 Joint Stock Company,UPCOM,stock
TDS,CTCP Thép Thủ Đức - VNSTEEL,VNSTEEL - Thu Duc Steel Joint Stock Company,UPCOM,stock
HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Hoang Anh Gia Lai Agricultural Joint Stock Company,UPCOM,stock
ADG,CTCP Clever Group,Clever Group Corporation,HOSE,stock
SDY,CTCP Xi măng Sông Đà Yaly,Song Da Yaly Cement Joint Stock Company,UPCOM,stock
HRB,CTCP Harec Đầu tư và Thương mại,Harec Investment and Trade Joint Stock Company,UPCOM,stock
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,Thanh Hoa Urban Construction and Environment Joint Stock Company,UPCOM,stock
DS3,CTCP DS3,DS3 Joint Stock Company,HNX,stock
NCG,CTCP Tập đoàn Nova Consumer,Nova Consumer Group Joint Stock Company,UPCOM,stock
VHH,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,Thanh Dat Investment House Trading Joint Stock Company,UPCOM,stock
BSR,CTCP Lọc hóa Dầu Bình Sơn,Binh Son Refining and Petrochemical Joint Stock Company,HOSE,stock
BDG,CTCP May mặc Bình Dương,Protrade Garment Joint Stock Company,UPCOM,stock
UCT,CTCP Đô thị Cần Thơ,Can Tho Urban Joint Stock Company,UPCOM,stock
SD6,CTCP Sông Đà 6,Song Da 6 Joint Stock Company,UPCOM,stock
CDP,CTCP Dược phẩm Trung ương Codupha,Codupha Central Pharmaceutical Joint Stock Company,UPCOM,stock
DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,Development Investment Construction Number 2 Joint Stock Company,HNX,stock
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Quang Ninh Book & Educational Equipment JSC,HNX,stock
VSG,CTCP Container Phía Nam,South VietNam Container Shipping Joint Stock Company,UPCOM,stock
FCN,CTCP FECON,FECON CORPORATION,HOSE,stock
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Vietnam Export Import Commercial Joint Stock Bank,HOSE,stock
POT,CTCP Thiết bị Bưu điện,Post and Telecommunication Equipment Joint Stock Company,HNX,stock
RTB,CTCP Cao su Tân Biên,Tan Bien Rubber Joint Stock Company,UPCOM,stock
X20,CTCP X20,X20 Joint Stock Company,HNX,stock
CMW,CTCP Cấp nước Cà Mau,Ca Mau Water Supply Joint Stock Company,UPCOM,stock
BVS,CTCP Chứng khoán Bảo Việt,Baoviet Securities Company,HNX,stock
HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,Housing and Urban Development Investment Joint Stock Company HUD 8,UPCOM,stock
VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Viet Phat Import Export Trading Investment Joint Stock Company,HOSE,stock
VTC,CTCP Viễn thông VTC,VTC Telecommunications Joint Stock Company,HNX,stock
ECO,CTCP Nhựa sinh thái Việt Nam,Viet Nam Eco Plastic Technology Joint Stock Company,UPCOM,stock
TNH,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,HOSE,stock
DCR,CTCP Gạch men Cosevco,Cosevco Ceramic Tiles Joint Stock Company,UPCOM,stock
HDM,CTCP Dệt may Huế,Hue Textile Garment Joint Stock Company,UPCOM,stock
PTH,CTCP Vận tải và Dịch vụ Petrolimex Hà Tây,Petrolimex HaTay Transportation and Service Joint-Stock Company,UPCOM,stock
MDF,CTCP Gỗ MDF VRG - Quảng Trị,MDF VRG - Quang Tri Wood Joint Stock Company,UPCOM,stock
MDG,CTCP Miền Đông,Mien Dong Joint Stock Company,HOSE,stock
PWA,CTCP Bất động sản Dầu khí,Petrowaco Property Joint Stock Company,UPCOM,stock
SBD,CTCP Công nghệ Sao Bắc Đẩu,SaoBacDau Technologies Corporation,UPCOM,stock
VMC,CTCP Vimeco,Vimeco Joint Stock Company,HNX,stock
FIR,CTCP Địa ốc First Real,First Real Joint Stock Company,HOSE,stock
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Sai Gon Cargo Service Corporation,HOSE,stock
CT6,CTCP Công trình 6,Construction Joint Stock Company No6,UPCOM,stock
AAA,CTCP Nhựa An Phát Xanh,An Phat Bioplastics Joint Stock Company,HOSE,stock
CTA,CTCP Vinavico,Vinavico Joint Stock Company,UPCOM,stock
AVC,CTCP Thủy điện A Vương,A Vuong Hydropower Joint Stock Company,UPCOM,stock
BVB,Ngân hàng TMCP Bản Việt,Viet Capital Commercial Joint Stock Bank,UPCOM,stock
CMX,CTCP Camimex Group,Camimex Group Joint Stock Company,HOSE,stock
GIC,CTCP VSC Green Logistics,VSC Green Logistics Joint Stock Company,HNX,stock
BTD,CTCP Bê tông Ly tâm Thủ Đức,Thu Duc Centrifugal Concrete Joint Stock Company,UPCOM,stock
HEV,CTCP Sách Đại học - Dạy nghề,Higher Education And Vocational Book Joint Stock Company,HNX,stock
HDA,CTCP Hãng sơn Đông Á,Dong A Paint Joint Stock Company,HNX,stock
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,Vietnam Herbs and Foods Joint Stock Company,HNX,stock
SVH,CTCP Thủy điện Sông Vàng,Song Vang Hydropower Joint Stock Company,UPCOM,stock
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company,UPCOM,stock
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Transport Investment and Construction Consultant Joint Stock Company,UPCOM,stock
VPC,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,Vietnam Power Investment and Development Joint Stock Company,UPCOM,stock
DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,DinhVu Port Investment & Development Joint Stock Company,HOSE,stock
ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long Fish Joint Stock Company,HOSE,stock
SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Sonadezi Corporation,UPCOM,stock
UEM,CTCP Cơ điện Uông Bí - Vinacomin,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company,UPCOM,stock
BAB,Ngân hàng TMCP Bắc Á,Bac A Commercial Joint Stock Bank,HNX,stock
ASG,CTCP Tập đoàn ASG,ASG Corporation,HOSE,stock
MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Danang Airport Services Joint Stock Company,HNX,stock
CGV,CTCP Vinaceglass,Vinaceglass Joint Stock Company,UPCOM,stock
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,Water Supply Sewerage Construction and Investment Joint Stock Company,HOSE,stock
CCS,CTCP Chíp Sáng,Brilliant Chip Joint Stock Company,UPCOM,stock
SVG,CTCP Hơi Kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company,UPCOM,stock
PLO,CTCP Kho Vận Petec,Petec Logistics Joint Stock Company ,UPCOM,stock
HLO,CTCP Công nghệ Ha Lô,Ha Lo Technologies Joint Stock Company,UPCOM,stock
BTB,CTCP Bia Hà Nội - Thái Bình,Ha Noi - Thai Binh Beer Joint Stock Company,UPCOM,stock
SCJ,CTCP Xi măng Sài Sơn,Sai Son Cement Joint Stock Company,UPCOM,stock
BMP,CTCP Nhựa Bình Minh,Binh Minh Plastics Joint Stock Company,HOSE,stock
AMS,CTCP Cơ khí Xây dựng AMECC,AMECC Mechanical Construction Joint Stock Company,UPCOM,stock
ST8,CTCP Tập đoàn ST8,ST8 Holdings Joint Stock Company,HOSE,stock
PRC,CTCP Logistics Portserco,Portserco Logistics Joint Stock Company,HNX,stock
HUB,CTCP Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,HOSE,stock
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Saigon Beer - Alcohol - Beverage Corporation,HOSE,stock
DNN,CTCP Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,UPCOM,stock
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Petrolimex Petrochemical Corporation - JSC,HNX,stock
HNM,CTCP Sữa Hà Nội,Hanoi Milk Joint-Stock Company,UPCOM,stock
TSJ,CTCP Du lịch Dịch vụ Hà Nội,HaNoi Tourist Service Joint Stock Company,UPCOM,stock
VMK,CTCP Vimarko,Vimarko Joint Stock Company,UPCOM,stock
DCL,CTCP Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,HOSE,stock
BVL,CTCP BV Land,BV Land Joint Stock Company,UPCOM,stock
PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,Binh Son Petroleum Packaging And Trading Joint Stock Company,UPCOM,stock
SPB,CTCP Sợi Phú Bài,PHU BAI SPINNING JSC,UPCOM,stock
VFS,CTCP Chứng khoán Nhất Việt,Viet First Securities Corporation,HNX,stock
BKG,CTCP Đầu tư BKG Việt Nam,BKG Viet Nam Investment Joint Stock Company,HOSE,stock
S4A,CTCP Thủy điện Sê San 4A,Se San 4A HydroPower Joint Stock Company,HOSE,stock
CAN,CTCP Đồ hộp Hạ Long,Ha Long Canned Food Joint Stock Corporation,HNX,stock
KPF,CTCP Đầu tư tài sản Koji,Koji Asset Investment Joint Stock Company,UPCOM,stock
PNG,CTCP Thương mại Phú Nhuận,Phu Nhuan Trading Joint Stock Company,UPCOM,stock
HNF,CTCP Thực phẩm Hữu Nghị,Huu Nghi Food Joint Stock Company,UPCOM,stock
DNC,CTCP Điện Nước Lắp máy Hải Phòng,Hai Phong Electricity Water Machine Assembly JSC,HNX,stock
BTV,CTCP Dịch vụ Du lịch Bến Thành,BenThanh Tourist Service Corporation ,UPCOM,stock
NSH,CTCP Tập Đoàn Nhôm Sông Hồng Shalumi,Song Hong Aluminum Shalumi Group Joint Stock Company,HNX,stock
HRC,CTCP Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,HOSE,stock
TAB,CTCP Freco Việt Nam,Freco Viet Nam Corporation,UPCOM,stock
NTW,CTCP Cấp nước Nhơn Trạch,Nhon Trach Water Supply Joint Stock Company,UPCOM,stock
MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Investment and Construction BDC Viet Nam Joint Stock Company,HNX,stock
MZG,CTCP Miza,Miza Corporation,UPCOM,stock
CQN,CTCP Cảng Quảng Ninh,Quang Ninh Port Joint Stock Company,UPCOM,stock
CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Cho Lon Investment And Import Export Corporation (CHOLIMEX),UPCOM,stock
VNS,CTCP Ánh Dương Việt Nam,Vietnam Sun Corporation,HOSE,stock
ATA,CTCP Ntaco,Ntaco Corporation,UPCOM,stock
SFC,CTCP Nhiên liệu Sài Gòn,SaiGon Fuel Joint Stock Company,HOSE,stock
KTS,CTCP Đường Kon Tum,Kon Tum Sugar Joint Stock Company,HNX,stock
SRB,CTCP Tập đoàn Sara,Sara Group Joint Stock Company  ,UPCOM,stock
TBW,CTCP Nước sạch Thái Bình,Thai Binh Clean Water Joint Stock Company,UPCOM,stock
TVN,Tổng Công ty Thép Việt Nam - CTCP,Viet Nam Steel Corporation ,UPCOM,stock
PPY,CTCP Xăng dầu Dầu khí Phú Yên,PetroVietnam Oil Phu Yen Joint Stock Company,HNX,stock
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LamDong Minerals and Building Materials Joint Stock Company,HOSE,stock
UDJ,CTCP Phát triển Đô thị,Becamex Urban Development Joint Stock Company,UPCOM,stock
SD9,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,HNX,stock
BT6,CTCP Beton 6,Beton 6 Corporation,UPCOM,stock
PPC,CTCP Nhiệt điện Phả Lại,Pha Lai Thermal Power Joint Stock Company,HOSE,stock
BRR,CTCP Cao su Bà Rịa,BaRia Rubber Joint Stock Company,UPCOM,stock
PTB,CTCP Phú Tài,Phu Tai Joint Stock Company,HOSE,stock
PMC,CTCP Dược phẩm Dược liệu Pharmedic,Pharmedic Pharmaceutical Medicinal Joint Stock Company,HNX,stock
BVH,Tập đoàn Bảo Việt,Bao Viet Holdings,HOSE,stock
LAW,CTCP Cấp thoát nước Long An,Long An Water Supply Sewerage Joint Stock Company,UPCOM,stock
HDP,CTCP Dược Hà Tĩnh,Ha Tinh Pharmaceutical JSC,UPCOM,stock
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Hoang Huy Investment Financial Services Joint Stock Company,HOSE,stock
VLS,CTCP Sản xuất Thép Việt Long,Viet Long Steel Production Joint Stock Company,UPCOM,stock
TN1,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,HOSE,stock
SC5,CTCP Xây dựng Số 5,Construction Joint Stock Company No 5,HOSE,stock
VTK,CTCP Tư Vấn Và Dịch Vụ Viettel,Viettel Consultancy And Services Joint Stock Company,UPCOM,stock
DBT,CTCP Dược phẩm Bến Tre,Ben Tre Pharmaceutical Joint Stock Company,HOSE,stock
KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Kim Vi Inox Import Export Production Joint Stock Company,UPCOM,stock
KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Khang Dien House Trading and Investment Joint Stock Company,HOSE,stock
NVB,Ngân hàng TMCP Quốc Dân,National Citizen Commercial Joint Stock Bank,HNX,stock
TMX,CTCP VICEM Thương mại Xi măng,VICEM Cement Trading Joint Stock Company,HNX,stock
MTB,CTCP Môi trường và Công trình Đô thị Tỉnh Thái Bình,Thai Binh Environment And Urban Projects Joint Stock Company,UPCOM,stock
STG,CTCP Kho vận Miền Nam,South Logistics Joint Stock Company,HOSE,stock
SAF,CTCP Lương thực Thực phẩm Safoco,Safoco Foodstuff Joint Stock Company,HNX,stock
XMD,CTCP Xuân Mai - Đạo Tú,Xuan Mai - Dao Tu Joint Stock Company,UPCOM,stock
TGG,CTCP The Golden Group,The Golden Group Joint Stock Company,UPCOM,stock
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thanh Le Corporation,UPCOM,stock
LIC,Tổng Công ty LICOGI - CTCP,LICOGI Corporation - JSC,UPCOM,stock
SJ1,CTCP Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,HNX,stock
HHN,CTCP Vận tải và Dịch vụ Hàng hóa Hà Nội,Ha Noi Goods Services and Transport Joint Stock Company,UPCOM,stock
CEN,CTCP CENCON Việt Nam,CENCON Vietnam Joint Stock Company,UPCOM,stock
PTL,CTCP Victory Group,Victory Group Joint Stock Company,HOSE,stock
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading Joint Stock Company,HOSE,stock
CAR,CTCP Tập đoàn Giáo dục Trí Việt,Tri Viet Education Group Joint Stock Company,HNX,stock
TQW,CTCP Cấp thoát nước Tuyên Quang,Tuyen Quang Water Supply and Sewerage Joint Stock Company,UPCOM,stock
SD4,CTCP Sông Đà 4,Song Da 4 Joint Stock Company,UPCOM,stock
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Educational Book Joint Stock Company in Ho Chi Minh City,HNX,stock
GLW,CTCP Cấp thoát nước Gia Lai,Gia Lai Water Supply Sewerage  Joint Stock Company,UPCOM,stock
TTG,CTCP May Thanh Trì,Thanh Tri Garment Joint Stock Company,UPCOM,stock
TVB,CTCP Chứng khoán T-Cap,T-Cap Securities Joint Stock Company,HOSE,stock
UTT,CTCP Môi trường Đô thị Thanh Trì,Thanh Tri Urban Environment Joint Stock Company,UPCOM,stock
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,PetroVietnam Power Corporation,HOSE,stock
CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,Constrexim No 8 Investment and Construction Joint Stock Company,HNX,stock
LDG,CTCP Đầu tư LDG,LDG Investment Joint stock Company,HOSE,stock
VCK,CTCP Chứng khoán VPS,VPS Securities Joint Stock Company,HOSE,stock
DMN,CTCP Domenal,Domenal Joint Stock Company,UPCOM,stock
MPC,CTCP Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Joint Stock Company,UPCOM,stock
